,date,country,area,price(eur/mwh)
1644,01.12.2022,Romania,BZN RO,435.01
1645,01.12.2022,Romania,BZN RO,399.99
1646,01.12.2022,Romania,BZN RO,459.45
1647,01.12.2022,Romania,BZN RO,461.78
1648,01.12.2022,Romania,BZN RO,458.15
1649,01.12.2022,Romania,BZN RO,484.07
1650,01.12.2022,Romania,BZN RO,469.79
1651,01.12.2022,Romania,BZN RO,457.89
1652,01.12.2022,Romania,BZN RO,430.15
1653,01.12.2022,Romania,BZN RO,171.74
1654,01.12.2022,Romania,BZN RO,340.3
1655,01.12.2022,Romania,BZN RO,276.72
1656,01.12.2022,Serbia,BZN RS,306.98
1657,01.12.2022,Serbia,BZN RS,292.1
1658,01.12.2022,Serbia,BZN RS,285.99
1659,01.12.2022,Serbia,BZN RS,276.71
1660,01.12.2022,Serbia,BZN RS,278.39
1661,01.12.2022,Serbia,BZN RS,293.43
1662,01.12.2022,Serbia,BZN RS,266.68
1663,01.12.2022,Serbia,BZN RS,328.3
1664,01.12.2022,Serbia,BZN RS,475.4
1665,01.12.2022,Serbia,BZN RS,469.16
1666,01.12.2022,Serbia,BZN RS,457.2
1667,01.12.2022,Serbia,BZN RS,457.1
1668,01.12.2022,Serbia,BZN RS,451.84
1669,01.12.2022,Serbia,BZN RS,445.05
1670,01.12.2022,Serbia,BZN RS,457.39
1671,01.12.2022,Serbia,BZN RS,453.83
1672,01.12.2022,Serbia,BZN RS,481.55
1673,01.12.2022,Serbia,BZN RS,506.58
1674,01.12.2022,Serbia,BZN RS,499.51
1675,01.12.2022,Serbia,BZN RS,467.57
1676,01.12.2022,Serbia,BZN RS,416.29
1677,01.12.2022,Serbia,BZN RS,370.02
1678,01.12.2022,Serbia,BZN RS,340.1
1679,01.12.2022,Serbia,BZN RS,309.0
1680,01.12.2022,Slovakia,BZN SK,296.48
1681,01.12.2022,Slovakia,BZN SK,297.0
1682,01.12.2022,Slovakia,BZN SK,294.44
1683,01.12.2022,Slovakia,BZN SK,284.29
1684,01.12.2022,Slovakia,BZN SK,279.32
1685,01.12.2022,Slovakia,BZN SK,283.47
1686,01.12.2022,Slovakia,BZN SK,356.01
1687,01.12.2022,Slovakia,BZN SK,452.0
1688,01.12.2022,Slovakia,BZN SK,462.74
1689,01.12.2022,Slovakia,BZN SK,458.95
1690,01.12.2022,Slovakia,BZN SK,451.14
1691,01.12.2022,Slovakia,BZN SK,445.49
1692,01.12.2022,Slovakia,BZN SK,436.13
1693,01.12.2022,Slovakia,BZN SK,446.3
1694,01.12.2022,Slovakia,BZN SK,464.07
1695,01.12.2022,Slovakia,BZN SK,462.19
1696,01.12.2022,Slovakia,BZN SK,458.19
1697,01.12.2022,Slovakia,BZN SK,484.07
1698,01.12.2022,Slovakia,BZN SK,469.79
1699,01.12.2022,Slovakia,BZN SK,457.89
1700,01.12.2022,Slovakia,BZN SK,430.37
1701,01.12.2022,Slovakia,BZN SK,378.34
1702,01.12.2022,Slovakia,BZN SK,340.42
1703,01.12.2022,Slovakia,BZN SK,306.98
1704,01.12.2022,Slovakia,BZN CZ-DE-SK,
1705,01.12.2022,Slovakia,BZN CZ-DE-SK,
1706,01.12.2022,Slovakia,BZN CZ-DE-SK,
1707,01.12.2022,Slovakia,BZN CZ-DE-SK,
1708,01.12.2022,Slovakia,BZN CZ-DE-SK,
1709,01.12.2022,Slovakia,BZN CZ-DE-SK,
1710,01.12.2022,Slovakia,BZN CZ-DE-SK,
1711,01.12.2022,Slovakia,BZN CZ-DE-SK,
1712,01.12.2022,Slovakia,BZN CZ-DE-SK,
1713,01.12.2022,Slovakia,BZN CZ-DE-SK,
1714,01.12.2022,Slovakia,BZN CZ-DE-SK,
1715,01.12.2022,Slovakia,BZN CZ-DE-SK,
1716,01.12.2022,Slovakia,BZN CZ-DE-SK,
1717,01.12.2022,Slovakia,BZN CZ-DE-SK,
1718,01.12.2022,Slovakia,BZN CZ-DE-SK,
1719,01.12.2022,Slovakia,BZN CZ-DE-SK,
1720,01.12.2022,Slovakia,BZN CZ-DE-SK,
1721,01.12.2022,Slovakia,BZN CZ-DE-SK,
1722,01.12.2022,Slovakia,BZN CZ-DE-SK,
1723,01.12.2022,Slovakia,BZN CZ-DE-SK,
1724,01.12.2022,Slovakia,BZN CZ-DE-SK,
1725,01.12.2022,Slovakia,BZN CZ-DE-SK,
1726,01.12.2022,Slovakia,BZN CZ-DE-SK,
1727,01.12.2022,Slovakia,BZN CZ-DE-SK,
1728,01.12.2022,Slovenia,BZN SI,285.3
1729,01.12.2022,Slovenia,BZN SI,282.57
1730,01.12.2022,Slovenia,BZN SI,269.4
1731,01.12.2022,Slovenia,BZN SI,259.58
1732,01.12.2022,Slovenia,BZN SI,260.1
1733,01.12.2022,Slovenia,BZN SI,283.44
1734,01.12.2022,Slovenia,BZN SI,343.06
1735,01.12.2022,Slovenia,BZN SI,442.28
1736,01.12.2022,Slovenia,BZN SI,462.02
1737,01.12.2022,Slovenia,BZN SI,457.65
1738,01.12.2022,Slovenia,BZN SI,449.11
1739,01.12.2022,Slovenia,BZN SI,442.44
1740,01.12.2022,Slovenia,BZN SI,434.38
1741,01.12.2022,Slovenia,BZN SI,441.58
1742,01.12.2022,Slovenia,BZN SI,462.2
1743,01.12.2022,Slovenia,BZN SI,461.09
1744,01.12.2022,Slovenia,BZN SI,458.02
1745,01.12.2022,Slovenia,BZN SI,484.07
1746,01.12.2022,Slovenia,BZN SI,469.79
1747,01.12.2022,Slovenia,BZN SI,457.89
1748,01.12.2022,Slovenia,BZN SI,429.77
1749,01.12.2022,Slovenia,BZN SI,377.99
1750,01.12.2022,Slovenia,BZN SI,340.12
1751,01.12.2022,Slovenia,BZN SI,306.09
1752,01.12.2022,Spain,BZN ES,151.84
1753,01.12.2022,Spain,BZN ES,132.22
1754,01.12.2022,Spain,BZN ES,134.26
1755,01.12.2022,Spain,BZN ES,134.26
1756,01.12.2022,Spain,BZN ES,123.41
1757,01.12.2022,Spain,BZN ES,131.01
1758,01.12.2022,Spain,BZN ES,145.0
1759,01.12.2022,Spain,BZN ES,152.42
1760,01.12.2022,Spain,BZN ES,162.14
1761,01.12.2022,Spain,BZN ES,161.0
1762,01.12.2022,Spain,BZN ES,148.42
1763,01.12.2022,Spain,BZN ES,148.0
1764,01.12.2022,Spain,BZN ES,147.0
1765,01.12.2022,Spain,BZN ES,153.38
1766,01.12.2022,Spain,BZN ES,151.06
1767,01.12.2022,Spain,BZN ES,151.84
1768,01.12.2022,Spain,BZN ES,147.21
1769,01.12.2022,Spain,BZN ES,161.44
1770,01.12.2022,Spain,BZN ES,168.14
1771,01.12.2022,Spain,BZN ES,172.32
1772,01.12.2022,Spain,BZN ES,175.8
1773,01.12.2022,Spain,BZN ES,164.34
1774,01.12.2022,Spain,BZN ES,151.03
1775,01.12.2022,Spain,BZN ES,134.26
1776,01.12.2022,Sweden,BZN SE1,285.05
1777,01.12.2022,Sweden,BZN SE1,284.43
1778,01.12.2022,Sweden,BZN SE1,277.92
1779,01.12.2022,Sweden,BZN SE1,268.21
1780,01.12.2022,Sweden,BZN SE1,271.91
1781,01.12.2022,Sweden,BZN SE1,283.49
1782,01.12.2022,Sweden,BZN SE1,353.18
1783,01.12.2022,Sweden,BZN SE1,450.84
1784,01.12.2022,Sweden,BZN SE1,463.35
1785,01.12.2022,Sweden,BZN SE1,460.14
1786,01.12.2022,Sweden,BZN SE1,453.07
1787,01.12.2022,Sweden,BZN SE1,446.43
1788,01.12.2022,Sweden,BZN SE1,437.88
1789,01.12.2022,Sweden,BZN SE1,446.54
1790,01.12.2022,Sweden,BZN SE1,464.07
1791,01.12.2022,Sweden,BZN SE1,463.1
1792,01.12.2022,Sweden,BZN SE1,458.04
1793,01.12.2022,Sweden,BZN SE1,468.58
1794,01.12.2022,Sweden,BZN SE1,441.39
1795,01.12.2022,Sweden,BZN SE1,457.89
1796,01.12.2022,Sweden,BZN SE1,430.8
1797,01.12.2022,Sweden,BZN SE1,379.49
1798,01.12.2022,Sweden,BZN SE1,332.46
1799,01.12.2022,Sweden,BZN SE1,297.24
1800,01.12.2022,Sweden,BZN SE2,285.05
1801,01.12.2022,Sweden,BZN SE2,284.43
1802,01.12.2022,Sweden,BZN SE2,277.92
1803,01.12.2022,Sweden,BZN SE2,268.21
1804,01.12.2022,Sweden,BZN SE2,271.91
1805,01.12.2022,Sweden,BZN SE2,283.49
1806,01.12.2022,Sweden,BZN SE2,353.18
1807,01.12.2022,Sweden,BZN SE2,450.84
1808,01.12.2022,Sweden,BZN SE2,463.35
1809,01.12.2022,Sweden,BZN SE2,460.14
1810,01.12.2022,Sweden,BZN SE2,453.07
1811,01.12.2022,Sweden,BZN SE2,446.43
1812,01.12.2022,Sweden,BZN SE2,437.88
1813,01.12.2022,Sweden,BZN SE2,446.54
1814,01.12.2022,Sweden,BZN SE2,464.07
1815,01.12.2022,Sweden,BZN SE2,463.1
1816,01.12.2022,Sweden,BZN SE2,458.04
1817,01.12.2022,Sweden,BZN SE2,468.58
1818,01.12.2022,Sweden,BZN SE2,441.39
1819,01.12.2022,Sweden,BZN SE2,457.89
1820,01.12.2022,Sweden,BZN SE2,430.8
1821,01.12.2022,Sweden,BZN SE2,379.49
1822,01.12.2022,Sweden,BZN SE2,332.46
1823,01.12.2022,Sweden,BZN SE2,297.24
1824,01.12.2022,Sweden,BZN SE3,285.05
1825,01.12.2022,Sweden,BZN SE3,284.43
1826,01.12.2022,Sweden,BZN SE3,277.92
1827,01.12.2022,Sweden,BZN SE3,268.21
1828,01.12.2022,Sweden,BZN SE3,271.91
1829,01.12.2022,Sweden,BZN SE3,283.49
1830,01.12.2022,Sweden,BZN SE3,353.18
1831,01.12.2022,Sweden,BZN SE3,450.84
1832,01.12.2022,Sweden,BZN SE3,463.35
1833,01.12.2022,Sweden,BZN SE3,460.14
1834,01.12.2022,Sweden,BZN SE3,453.07
1835,01.12.2022,Sweden,BZN SE3,446.43
1836,01.12.2022,Sweden,BZN SE3,437.88
1837,01.12.2022,Sweden,BZN SE3,446.54
1838,01.12.2022,Sweden,BZN SE3,464.07
1839,01.12.2022,Sweden,BZN SE3,463.1
1840,01.12.2022,Sweden,BZN SE3,458.04
1841,01.12.2022,Sweden,BZN SE3,484.07
1842,01.12.2022,Sweden,BZN SE3,469.79
1843,01.12.2022,Sweden,BZN SE3,457.89
1844,01.12.2022,Sweden,BZN SE3,430.8
1845,01.12.2022,Sweden,BZN SE3,379.49
1846,01.12.2022,Sweden,BZN SE3,332.46
1847,01.12.2022,Sweden,BZN SE3,297.24
1848,01.12.2022,Sweden,BZN SE4,285.05
1849,01.12.2022,Sweden,BZN SE4,284.43
1850,01.12.2022,Sweden,BZN SE4,277.92
1851,01.12.2022,Sweden,BZN SE4,268.21
1852,01.12.2022,Sweden,BZN SE4,271.91
1853,01.12.2022,Sweden,BZN SE4,283.49
1854,01.12.2022,Sweden,BZN SE4,353.18
1855,01.12.2022,Sweden,BZN SE4,450.84
1856,01.12.2022,Sweden,BZN SE4,463.35
1857,01.12.2022,Sweden,BZN SE4,460.14
1858,01.12.2022,Sweden,BZN SE4,453.07
1859,01.12.2022,Sweden,BZN SE4,446.43
1860,01.12.2022,Sweden,BZN SE4,437.88
1861,01.12.2022,Sweden,BZN SE4,446.54
1862,01.12.2022,Sweden,BZN SE4,464.07
1863,01.12.2022,Sweden,BZN SE4,463.1
1864,01.12.2022,Sweden,BZN SE4,458.04
1865,01.12.2022,Sweden,BZN SE4,484.07
1866,01.12.2022,Sweden,BZN SE4,469.79
1867,01.12.2022,Sweden,BZN SE4,457.89
1868,01.12.2022,Sweden,BZN SE4,430.8
1869,01.12.2022,Sweden,BZN SE4,379.49
1870,01.12.2022,Sweden,BZN SE4,332.46
1871,01.12.2022,Sweden,BZN SE4,297.24
1872,01.12.2022,Switzerland,BZN CH,302.85
1873,01.12.2022,Switzerland,BZN CH,292.77
1874,01.12.2022,Switzerland,BZN CH,282.47
1875,01.12.2022,Switzerland,BZN CH,277.89
1876,01.12.2022,Switzerland,BZN CH,278.95
1877,01.12.2022,Switzerland,BZN CH,300.01
1878,01.12.2022,Switzerland,BZN CH,345.83
1879,01.12.2022,Switzerland,BZN CH,440.41
1880,01.12.2022,Switzerland,BZN CH,473.16
1881,01.12.2022,Switzerland,BZN CH,470.53
1882,01.12.2022,Switzerland,BZN CH,464.72
1883,01.12.2022,Switzerland,BZN CH,463.08
1884,01.12.2022,Switzerland,BZN CH,449.89
1885,01.12.2022,Switzerland,BZN CH,449.94
1886,01.12.2022,Switzerland,BZN CH,456.36
1887,01.12.2022,Switzerland,BZN CH,462.93
1888,01.12.2022,Switzerland,BZN CH,477.14
1889,01.12.2022,Switzerland,BZN CH,500.14
1890,01.12.2022,Switzerland,BZN CH,488.39
1891,01.12.2022,Switzerland,BZN CH,462.61
1892,01.12.2022,Switzerland,BZN CH,426.86
1893,01.12.2022,Switzerland,BZN CH,356.08
1894,01.12.2022,Switzerland,BZN CH,337.37
1895,01.12.2022,Switzerland,BZN CH,317.37
1896,01.12.2022,Turkey,BZN TR,
1897,01.12.2022,Turkey,BZN TR,
1898,01.12.2022,Turkey,BZN TR,
1899,01.12.2022,Turkey,BZN TR,
1900,01.12.2022,Turkey,BZN TR,
1901,01.12.2022,Turkey,BZN TR,
1902,01.12.2022,Turkey,BZN TR,
1903,01.12.2022,Turkey,BZN TR,
1904,01.12.2022,Turkey,BZN TR,
1905,01.12.2022,Turkey,BZN TR,
1906,01.12.2022,Turkey,BZN TR,
1907,01.12.2022,Turkey,BZN TR,
1908,01.12.2022,Turkey,BZN TR,
1909,01.12.2022,Turkey,BZN TR,
1910,01.12.2022,Turkey,BZN TR,
1911,01.12.2022,Turkey,BZN TR,
1912,01.12.2022,Turkey,BZN TR,
1913,01.12.2022,Turkey,BZN TR,
1914,01.12.2022,Turkey,BZN TR,
1915,01.12.2022,Turkey,BZN TR,
1916,01.12.2022,Turkey,BZN TR,
1917,01.12.2022,Turkey,BZN TR,
1918,01.12.2022,Turkey,BZN TR,
1919,01.12.2022,Turkey,BZN TR,
1920,01.12.2022,Ukraine,BZN UA-BEI,
1921,01.12.2022,Ukraine,BZN UA-BEI,
1922,01.12.2022,Ukraine,BZN UA-BEI,
1923,01.12.2022,Ukraine,BZN UA-BEI,
1924,01.12.2022,Ukraine,BZN UA-BEI,
1925,01.12.2022,Ukraine,BZN UA-BEI,
1926,01.12.2022,Ukraine,BZN UA-BEI,
1927,01.12.2022,Ukraine,BZN UA-BEI,
1928,01.12.2022,Ukraine,BZN UA-BEI,
1929,01.12.2022,Ukraine,BZN UA-BEI,
1930,01.12.2022,Ukraine,BZN UA-BEI,
1931,01.12.2022,Ukraine,BZN UA-BEI,
1932,01.12.2022,Ukraine,BZN UA-BEI,
1933,01.12.2022,Ukraine,BZN UA-BEI,
1934,01.12.2022,Ukraine,BZN UA-BEI,
1935,01.12.2022,Ukraine,BZN UA-BEI,
1936,01.12.2022,Ukraine,BZN UA-BEI,
1937,01.12.2022,Ukraine,BZN UA-BEI,
1938,01.12.2022,Ukraine,BZN UA-BEI,
1939,01.12.2022,Ukraine,BZN UA-BEI,
1940,01.12.2022,Ukraine,BZN UA-BEI,
1941,01.12.2022,Ukraine,BZN UA-BEI,
1942,01.12.2022,Ukraine,BZN UA-BEI,
1943,01.12.2022,Ukraine,BZN UA-BEI,
1944,01.12.2022,Ukraine,BZN UA-IPS,
1945,01.12.2022,Ukraine,BZN UA-IPS,
1946,01.12.2022,Ukraine,BZN UA-IPS,
1947,01.12.2022,Ukraine,BZN UA-IPS,
1948,01.12.2022,Ukraine,BZN UA-IPS,
1949,01.12.2022,Ukraine,BZN UA-IPS,
1950,01.12.2022,Ukraine,BZN UA-IPS,
1951,01.12.2022,Ukraine,BZN UA-IPS,
1952,01.12.2022,Ukraine,BZN UA-IPS,
1953,01.12.2022,Ukraine,BZN UA-IPS,
1954,01.12.2022,Ukraine,BZN UA-IPS,
1955,01.12.2022,Ukraine,BZN UA-IPS,
1956,01.12.2022,Ukraine,BZN UA-IPS,
1957,01.12.2022,Ukraine,BZN UA-IPS,
1958,01.12.2022,Ukraine,BZN UA-IPS,
1959,01.12.2022,Ukraine,BZN UA-IPS,
1960,01.12.2022,Ukraine,BZN UA-IPS,
1961,01.12.2022,Ukraine,BZN UA-IPS,
1962,01.12.2022,Ukraine,BZN UA-IPS,
1963,01.12.2022,Ukraine,BZN UA-IPS,
1964,01.12.2022,Ukraine,BZN UA-IPS,
1965,01.12.2022,Ukraine,BZN UA-IPS,
1966,01.12.2022,Ukraine,BZN UA-IPS,
1967,01.12.2022,Ukraine,BZN UA-IPS,
1968,01.12.2022,Ukraine,BZN UA,
1969,01.12.2022,Ukraine,BZN UA,
1970,01.12.2022,Ukraine,BZN UA,
1971,01.12.2022,Ukraine,BZN UA,
1972,01.12.2022,Ukraine,BZN UA,
1973,01.12.2022,Ukraine,BZN UA,
1974,01.12.2022,Ukraine,BZN UA,
1975,01.12.2022,Ukraine,BZN UA,
1976,01.12.2022,Ukraine,BZN UA,
1977,01.12.2022,Ukraine,BZN UA,
1978,01.12.2022,Ukraine,BZN UA,
1979,01.12.2022,Ukraine,BZN UA,
1980,01.12.2022,Ukraine,BZN UA,
1981,01.12.2022,Ukraine,BZN UA,
1982,01.12.2022,Ukraine,BZN UA,
1983,01.12.2022,Ukraine,BZN UA,
1984,01.12.2022,Ukraine,BZN UA,
1985,01.12.2022,Ukraine,BZN UA,
1986,01.12.2022,Ukraine,BZN UA,
1987,01.12.2022,Ukraine,BZN UA,
1988,01.12.2022,Ukraine,BZN UA,
1989,01.12.2022,Ukraine,BZN UA,
1990,01.12.2022,Ukraine,BZN UA,
1991,01.12.2022,Ukraine,BZN UA,
1992,01.12.2022,Ukraine,BZN UA-DobTPP,
1993,01.12.2022,Ukraine,BZN UA-DobTPP,
1994,01.12.2022,Ukraine,BZN UA-DobTPP,
1995,01.12.2022,Ukraine,BZN UA-DobTPP,
1996,01.12.2022,Ukraine,BZN UA-DobTPP,
1997,01.12.2022,Ukraine,BZN UA-DobTPP,
1998,01.12.2022,Ukraine,BZN UA-DobTPP,
1999,01.12.2022,Ukraine,BZN UA-DobTPP,
2000,01.12.2022,Ukraine,BZN UA-DobTPP,
2001,01.12.2022,Ukraine,BZN UA-DobTPP,
2002,01.12.2022,Ukraine,BZN UA-DobTPP,
2003,01.12.2022,Ukraine,BZN UA-DobTPP,
2004,01.12.2022,Ukraine,BZN UA-DobTPP,
2005,01.12.2022,Ukraine,BZN UA-DobTPP,
2006,01.12.2022,Ukraine,BZN UA-DobTPP,
2007,01.12.2022,Ukraine,BZN UA-DobTPP,
2008,01.12.2022,Ukraine,BZN UA-DobTPP,
2009,01.12.2022,Ukraine,BZN UA-DobTPP,
2010,01.12.2022,Ukraine,BZN UA-DobTPP,
2011,01.12.2022,Ukraine,BZN UA-DobTPP,
2012,01.12.2022,Ukraine,BZN UA-DobTPP,
2013,01.12.2022,Ukraine,BZN UA-DobTPP,
2014,01.12.2022,Ukraine,BZN UA-DobTPP,
2015,01.12.2022,Ukraine,BZN UA-DobTPP,
2016,01.12.2022,United Kingdom,BZN GB,
2017,01.12.2022,United Kingdom,BZN GB,
2018,01.12.2022,United Kingdom,BZN GB,
2019,01.12.2022,United Kingdom,BZN GB,
2020,01.12.2022,United Kingdom,BZN GB,
2021,01.12.2022,United Kingdom,BZN GB,
2022,01.12.2022,United Kingdom,BZN GB,
2023,01.12.2022,United Kingdom,BZN GB,
2024,01.12.2022,United Kingdom,BZN GB,
2025,01.12.2022,United Kingdom,BZN GB,
2026,01.12.2022,United Kingdom,BZN GB,
2027,01.12.2022,United Kingdom,BZN GB,
2028,01.12.2022,United Kingdom,BZN GB,
2029,01.12.2022,United Kingdom,BZN GB,
2030,01.12.2022,United Kingdom,BZN GB,
2031,01.12.2022,United Kingdom,BZN GB,
2032,01.12.2022,United Kingdom,BZN GB,
2033,01.12.2022,United Kingdom,BZN GB,
2034,01.12.2022,United Kingdom,BZN GB,
2035,01.12.2022,United Kingdom,BZN GB,
2036,01.12.2022,United Kingdom,BZN GB,
2037,01.12.2022,United Kingdom,BZN GB,
2038,01.12.2022,United Kingdom,BZN GB,
2039,01.12.2022,United Kingdom,BZN GB,
2040,01.12.2022,United Kingdom,BZN GB(ElecLink),
2041,01.12.2022,United Kingdom,BZN GB(ElecLink),
2042,01.12.2022,United Kingdom,BZN GB(ElecLink),
2043,01.12.2022,United Kingdom,BZN GB(ElecLink),
2044,01.12.2022,United Kingdom,BZN GB(ElecLink),
2045,01.12.2022,United Kingdom,BZN GB(ElecLink),
2046,01.12.2022,United Kingdom,BZN GB(ElecLink),
2047,01.12.2022,United Kingdom,BZN GB(ElecLink),
2048,01.12.2022,United Kingdom,BZN GB(ElecLink),
2049,01.12.2022,United Kingdom,BZN GB(ElecLink),
2050,01.12.2022,United Kingdom,BZN GB(ElecLink),
2051,01.12.2022,United Kingdom,BZN GB(ElecLink),
2052,01.12.2022,United Kingdom,BZN GB(ElecLink),
2053,01.12.2022,United Kingdom,BZN GB(ElecLink),
2054,01.12.2022,United Kingdom,BZN GB(ElecLink),
2055,01.12.2022,United Kingdom,BZN GB(ElecLink),
2056,01.12.2022,United Kingdom,BZN GB(ElecLink),
2057,01.12.2022,United Kingdom,BZN GB(ElecLink),
2058,01.12.2022,United Kingdom,BZN GB(ElecLink),
2059,01.12.2022,United Kingdom,BZN GB(ElecLink),
2060,01.12.2022,United Kingdom,BZN GB(ElecLink),
2061,01.12.2022,United Kingdom,BZN GB(ElecLink),
2062,01.12.2022,United Kingdom,BZN GB(ElecLink),
2063,01.12.2022,United Kingdom,BZN GB(ElecLink),
2064,01.12.2022,United Kingdom,BZN GB(IFA),
2065,01.12.2022,United Kingdom,BZN GB(IFA),
2066,01.12.2022,United Kingdom,BZN GB(IFA),
2067,01.12.2022,United Kingdom,BZN GB(IFA),
2068,01.12.2022,United Kingdom,BZN GB(IFA),
2069,01.12.2022,United Kingdom,BZN GB(IFA),
2070,01.12.2022,United Kingdom,BZN GB(IFA),
2071,01.12.2022,United Kingdom,BZN GB(IFA),
2072,01.12.2022,United Kingdom,BZN GB(IFA),
2073,01.12.2022,United Kingdom,BZN GB(IFA),
2074,01.12.2022,United Kingdom,BZN GB(IFA),
2075,01.12.2022,United Kingdom,BZN GB(IFA),
2076,01.12.2022,United Kingdom,BZN GB(IFA),
2077,01.12.2022,United Kingdom,BZN GB(IFA),
2078,01.12.2022,United Kingdom,BZN GB(IFA),
2079,01.12.2022,United Kingdom,BZN GB(IFA),
2080,01.12.2022,United Kingdom,BZN GB(IFA),
2081,01.12.2022,United Kingdom,BZN GB(IFA),
2082,01.12.2022,United Kingdom,BZN GB(IFA),
2083,01.12.2022,United Kingdom,BZN GB(IFA),
2084,01.12.2022,United Kingdom,BZN GB(IFA),
2085,01.12.2022,United Kingdom,BZN GB(IFA),
2086,01.12.2022,United Kingdom,BZN GB(IFA),
2087,01.12.2022,United Kingdom,BZN GB(IFA),
2088,01.12.2022,United Kingdom,BZN GB(IFA2),
2089,01.12.2022,United Kingdom,BZN GB(IFA2),
2090,01.12.2022,United Kingdom,BZN GB(IFA2),
2091,01.12.2022,United Kingdom,BZN GB(IFA2),
2092,01.12.2022,United Kingdom,BZN GB(IFA2),
2093,01.12.2022,United Kingdom,BZN GB(IFA2),
2094,01.12.2022,United Kingdom,BZN GB(IFA2),
2095,01.12.2022,United Kingdom,BZN GB(IFA2),
2096,01.12.2022,United Kingdom,BZN GB(IFA2),
2097,01.12.2022,United Kingdom,BZN GB(IFA2),
2098,01.12.2022,United Kingdom,BZN GB(IFA2),
2099,01.12.2022,United Kingdom,BZN GB(IFA2),
2100,01.12.2022,United Kingdom,BZN GB(IFA2),
2101,01.12.2022,United Kingdom,BZN GB(IFA2),
2102,01.12.2022,United Kingdom,BZN GB(IFA2),
2103,01.12.2022,United Kingdom,BZN GB(IFA2),
2104,01.12.2022,United Kingdom,BZN GB(IFA2),
2105,01.12.2022,United Kingdom,BZN GB(IFA2),
2106,01.12.2022,United Kingdom,BZN GB(IFA2),
2107,01.12.2022,United Kingdom,BZN GB(IFA2),
2108,01.12.2022,United Kingdom,BZN GB(IFA2),
2109,01.12.2022,United Kingdom,BZN GB(IFA2),
2110,01.12.2022,United Kingdom,BZN GB(IFA2),
2111,01.12.2022,United Kingdom,BZN GB(IFA2),
2112,02.12.2022,Albania,BZN AL,
2113,02.12.2022,Albania,BZN AL,
2114,02.12.2022,Albania,BZN AL,
2115,02.12.2022,Albania,BZN AL,
2116,02.12.2022,Albania,BZN AL,
2117,02.12.2022,Albania,BZN AL,
2118,02.12.2022,Albania,BZN AL,
2119,02.12.2022,Albania,BZN AL,
2120,02.12.2022,Albania,BZN AL,
2121,02.12.2022,Albania,BZN AL,
2122,02.12.2022,Albania,BZN AL,
2123,02.12.2022,Albania,BZN AL,
2124,02.12.2022,Albania,BZN AL,
2125,02.12.2022,Albania,BZN AL,
2126,02.12.2022,Albania,BZN AL,
2127,02.12.2022,Albania,BZN AL,
2128,02.12.2022,Albania,BZN AL,
2129,02.12.2022,Albania,BZN AL,
2130,02.12.2022,Albania,BZN AL,
2131,02.12.2022,Albania,BZN AL,
2132,02.12.2022,Albania,BZN AL,
2133,02.12.2022,Albania,BZN AL,
2134,02.12.2022,Albania,BZN AL,
2135,02.12.2022,Albania,BZN AL,
2136,02.12.2022,Austria,BZN AT,370.0
2137,02.12.2022,Austria,BZN AT,370.0
2138,02.12.2022,Austria,BZN AT,294.99
2139,02.12.2022,Austria,BZN AT,274.93
2140,02.12.2022,Austria,BZN AT,406.67
2141,02.12.2022,Austria,BZN AT,370.0
2142,02.12.2022,Austria,BZN AT,328.25
2143,02.12.2022,Austria,BZN AT,274.97
2144,02.12.2022,Austria,BZN AT,370.0
2145,02.12.2022,Austria,BZN AT,309.94
2146,02.12.2022,Austria,BZN AT,299.95
2147,02.12.2022,Austria,BZN AT,333.92
2148,02.12.2022,Austria,BZN AT,289.91
2149,02.12.2022,Austria,BZN AT,289.93
2150,02.12.2022,Austria,BZN AT,320.3
2151,02.12.2022,Austria,BZN AT,300.0
2152,02.12.2022,Austria,BZN AT,254.9
2153,02.12.2022,Austria,BZN AT,264.94
2154,02.12.2022,Austria,BZN AT,299.9
2155,02.12.2022,Austria,BZN AT,388.24
2156,02.12.2022,Austria,BZN AT,227.37
2157,02.12.2022,Austria,BZN AT,269.97
2158,02.12.2022,Austria,BZN AT,393.4
2159,02.12.2022,Austria,BZN AT,432.68
2160,02.12.2022,Austria,BZN AT,265.0
2161,02.12.2022,Austria,BZN AT,370.0
2162,02.12.2022,Austria,BZN AT,432.68
2163,02.12.2022,Austria,BZN AT,438.94
2164,02.12.2022,Austria,BZN AT,432.68
2165,02.12.2022,Austria,BZN AT,479.5
2166,02.12.2022,Austria,BZN AT,532.34
2167,02.12.2022,Austria,BZN AT,523.83
2168,02.12.2022,Austria,BZN AT,466.08
2169,02.12.2022,Austria,BZN AT,514.44
2170,02.12.2022,Austria,BZN AT,467.08
2171,02.12.2022,Austria,BZN AT,456.67
2172,02.12.2022,Austria,BZN AT,459.97
2173,02.12.2022,Austria,BZN AT,459.92
2174,02.12.2022,Austria,BZN AT,456.67
2175,02.12.2022,Austria,BZN AT,437.02
2176,02.12.2022,Austria,BZN AT,456.67
2177,02.12.2022,Austria,BZN AT,456.67
2178,02.12.2022,Austria,BZN AT,436.4
2179,02.12.2022,Austria,BZN AT,430.0
2180,02.12.2022,Austria,BZN AT,450.0
2181,02.12.2022,Austria,BZN AT,444.48
2182,02.12.2022,Austria,BZN AT,432.73
2183,02.12.2022,Austria,BZN AT,432.68
2184,02.12.2022,Austria,BZN AT,444.98
