,date,country,area,mtu,price(currency/mwh),price(eur/mwh)
8,20.12.2022,Sweden,BZN SE4,08:00 - 09:00,223.4
9,20.12.2022,Sweden,BZN SE4,09:00 - 10:00,225.14
10,20.12.2022,Sweden,BZN SE4,10:00 - 11:00,220.37
11,20.12.2022,Sweden,BZN SE4,11:00 - 12:00,227.34
12,20.12.2022,Sweden,BZN SE4,12:00 - 13:00,219.23
13,20.12.2022,Sweden,BZN SE4,13:00 - 14:00,216.22
14,20.12.2022,Sweden,BZN SE4,14:00 - 15:00,228.18
15,20.12.2022,Sweden,BZN SE4,15:00 - 16:00,225.01
16,20.12.2022,Sweden,BZN SE4,16:00 - 17:00,227.65
17,20.12.2022,Sweden,BZN SE4,17:00 - 18:00,228.99
18,20.12.2022,Sweden,BZN SE4,18:00 - 19:00,234.43
19,20.12.2022,Sweden,BZN SE4,19:00 - 20:00,230.0
20,20.12.2022,Sweden,BZN SE4,20:00 - 21:00,228.24
21,20.12.2022,Sweden,BZN SE4,21:00 - 22:00,223.98
22,20.12.2022,Sweden,BZN SE4,22:00 - 23:00,204.68
23,20.12.2022,Sweden,BZN SE4,23:00 - 00:00,170.37
0,20.12.2022,Switzerland,BZN CH,00:00 - 01:00,225.05
1,20.12.2022,Switzerland,BZN CH,01:00 - 02:00,220.37
2,20.12.2022,Switzerland,BZN CH,02:00 - 03:00,210.97
3,20.12.2022,Switzerland,BZN CH,03:00 - 04:00,210.0
4,20.12.2022,Switzerland,BZN CH,04:00 - 05:00,211.11
5,20.12.2022,Switzerland,BZN CH,05:00 - 06:00,232.87
6,20.12.2022,Switzerland,BZN CH,06:00 - 07:00,248.54
7,20.12.2022,Switzerland,BZN CH,07:00 - 08:00,276.29
8,20.12.2022,Switzerland,BZN CH,08:00 - 09:00,293.46
9,20.12.2022,Switzerland,BZN CH,09:00 - 10:00,285.29
10,20.12.2022,Switzerland,BZN CH,10:00 - 11:00,276.33
11,20.12.2022,Switzerland,BZN CH,11:00 - 12:00,274.44
12,20.12.2022,Switzerland,BZN CH,12:00 - 13:00,260.4
13,20.12.2022,Switzerland,BZN CH,13:00 - 14:00,264.02
14,20.12.2022,Switzerland,BZN CH,14:00 - 15:00,270.48
15,20.12.2022,Switzerland,BZN CH,15:00 - 16:00,288.13
16,20.12.2022,Switzerland,BZN CH,16:00 - 17:00,295.22
17,20.12.2022,Switzerland,BZN CH,17:00 - 18:00,295.05
18,20.12.2022,Switzerland,BZN CH,18:00 - 19:00,291.58
19,20.12.2022,Switzerland,BZN CH,19:00 - 20:00,284.85
20,20.12.2022,Switzerland,BZN CH,20:00 - 21:00,266.58
21,20.12.2022,Switzerland,BZN CH,21:00 - 22:00,251.66
22,20.12.2022,Switzerland,BZN CH,22:00 - 23:00,242.68
23,20.12.2022,Switzerland,BZN CH,23:00 - 00:00,221.64
0,20.12.2022,Turkey,BZN TR,00:00 - 01:00,
1,20.12.2022,Turkey,BZN TR,01:00 - 02:00,
2,20.12.2022,Turkey,BZN TR,02:00 - 03:00,
3,20.12.2022,Turkey,BZN TR,03:00 - 04:00,
4,20.12.2022,Turkey,BZN TR,04:00 - 05:00,
5,20.12.2022,Turkey,BZN TR,05:00 - 06:00,
6,20.12.2022,Turkey,BZN TR,06:00 - 07:00,
7,20.12.2022,Turkey,BZN TR,07:00 - 08:00,
8,20.12.2022,Turkey,BZN TR,08:00 - 09:00,
9,20.12.2022,Turkey,BZN TR,09:00 - 10:00,
10,20.12.2022,Turkey,BZN TR,10:00 - 11:00,
11,20.12.2022,Turkey,BZN TR,11:00 - 12:00,
12,20.12.2022,Turkey,BZN TR,12:00 - 13:00,
13,20.12.2022,Turkey,BZN TR,13:00 - 14:00,
14,20.12.2022,Turkey,BZN TR,14:00 - 15:00,
15,20.12.2022,Turkey,BZN TR,15:00 - 16:00,
16,20.12.2022,Turkey,BZN TR,16:00 - 17:00,
17,20.12.2022,Turkey,BZN TR,17:00 - 18:00,
18,20.12.2022,Turkey,BZN TR,18:00 - 19:00,
19,20.12.2022,Turkey,BZN TR,19:00 - 20:00,
20,20.12.2022,Turkey,BZN TR,20:00 - 21:00,
21,20.12.2022,Turkey,BZN TR,21:00 - 22:00,
22,20.12.2022,Turkey,BZN TR,22:00 - 23:00,
23,20.12.2022,Turkey,BZN TR,23:00 - 00:00,
0,20.12.2022,Ukraine,BZN UA-BEI,00:00 - 01:00,
1,20.12.2022,Ukraine,BZN UA-BEI,01:00 - 02:00,
2,20.12.2022,Ukraine,BZN UA-BEI,02:00 - 03:00,
3,20.12.2022,Ukraine,BZN UA-BEI,03:00 - 04:00,
4,20.12.2022,Ukraine,BZN UA-BEI,04:00 - 05:00,
5,20.12.2022,Ukraine,BZN UA-BEI,05:00 - 06:00,
6,20.12.2022,Ukraine,BZN UA-BEI,06:00 - 07:00,
7,20.12.2022,Ukraine,BZN UA-BEI,07:00 - 08:00,
8,20.12.2022,Ukraine,BZN UA-BEI,08:00 - 09:00,
9,20.12.2022,Ukraine,BZN UA-BEI,09:00 - 10:00,
10,20.12.2022,Ukraine,BZN UA-BEI,10:00 - 11:00,
11,20.12.2022,Ukraine,BZN UA-BEI,11:00 - 12:00,
12,20.12.2022,Ukraine,BZN UA-BEI,12:00 - 13:00,
13,20.12.2022,Ukraine,BZN UA-BEI,13:00 - 14:00,
14,20.12.2022,Ukraine,BZN UA-BEI,14:00 - 15:00,
15,20.12.2022,Ukraine,BZN UA-BEI,15:00 - 16:00,
16,20.12.2022,Ukraine,BZN UA-BEI,16:00 - 17:00,
17,20.12.2022,Ukraine,BZN UA-BEI,17:00 - 18:00,
18,20.12.2022,Ukraine,BZN UA-BEI,18:00 - 19:00,
19,20.12.2022,Ukraine,BZN UA-BEI,19:00 - 20:00,
20,20.12.2022,Ukraine,BZN UA-BEI,20:00 - 21:00,
21,20.12.2022,Ukraine,BZN UA-BEI,21:00 - 22:00,
22,20.12.2022,Ukraine,BZN UA-BEI,22:00 - 23:00,
23,20.12.2022,Ukraine,BZN UA-BEI,23:00 - 00:00,
0,20.12.2022,Ukraine,BZN UA-IPS,00:00 - 01:00,
1,20.12.2022,Ukraine,BZN UA-IPS,01:00 - 02:00,
2,20.12.2022,Ukraine,BZN UA-IPS,02:00 - 03:00,
3,20.12.2022,Ukraine,BZN UA-IPS,03:00 - 04:00,
4,20.12.2022,Ukraine,BZN UA-IPS,04:00 - 05:00,
5,20.12.2022,Ukraine,BZN UA-IPS,05:00 - 06:00,
6,20.12.2022,Ukraine,BZN UA-IPS,06:00 - 07:00,
7,20.12.2022,Ukraine,BZN UA-IPS,07:00 - 08:00,
8,20.12.2022,Ukraine,BZN UA-IPS,08:00 - 09:00,
9,20.12.2022,Ukraine,BZN UA-IPS,09:00 - 10:00,
10,20.12.2022,Ukraine,BZN UA-IPS,10:00 - 11:00,
11,20.12.2022,Ukraine,BZN UA-IPS,11:00 - 12:00,
12,20.12.2022,Ukraine,BZN UA-IPS,12:00 - 13:00,
13,20.12.2022,Ukraine,BZN UA-IPS,13:00 - 14:00,
14,20.12.2022,Ukraine,BZN UA-IPS,14:00 - 15:00,
15,20.12.2022,Ukraine,BZN UA-IPS,15:00 - 16:00,
16,20.12.2022,Ukraine,BZN UA-IPS,16:00 - 17:00,
17,20.12.2022,Ukraine,BZN UA-IPS,17:00 - 18:00,
18,20.12.2022,Ukraine,BZN UA-IPS,18:00 - 19:00,
19,20.12.2022,Ukraine,BZN UA-IPS,19:00 - 20:00,
20,20.12.2022,Ukraine,BZN UA-IPS,20:00 - 21:00,
21,20.12.2022,Ukraine,BZN UA-IPS,21:00 - 22:00,
22,20.12.2022,Ukraine,BZN UA-IPS,22:00 - 23:00,
23,20.12.2022,Ukraine,BZN UA-IPS,23:00 - 00:00,
0,20.12.2022,Ukraine,BZN UA,00:00 - 01:00,
1,20.12.2022,Ukraine,BZN UA,01:00 - 02:00,
2,20.12.2022,Ukraine,BZN UA,02:00 - 03:00,
3,20.12.2022,Ukraine,BZN UA,03:00 - 04:00,
4,20.12.2022,Ukraine,BZN UA,04:00 - 05:00,
5,20.12.2022,Ukraine,BZN UA,05:00 - 06:00,
6,20.12.2022,Ukraine,BZN UA,06:00 - 07:00,
7,20.12.2022,Ukraine,BZN UA,07:00 - 08:00,
8,20.12.2022,Ukraine,BZN UA,08:00 - 09:00,
9,20.12.2022,Ukraine,BZN UA,09:00 - 10:00,
10,20.12.2022,Ukraine,BZN UA,10:00 - 11:00,
11,20.12.2022,Ukraine,BZN UA,11:00 - 12:00,
12,20.12.2022,Ukraine,BZN UA,12:00 - 13:00,
13,20.12.2022,Ukraine,BZN UA,13:00 - 14:00,
14,20.12.2022,Ukraine,BZN UA,14:00 - 15:00,
15,20.12.2022,Ukraine,BZN UA,15:00 - 16:00,
16,20.12.2022,Ukraine,BZN UA,16:00 - 17:00,
17,20.12.2022,Ukraine,BZN UA,17:00 - 18:00,
18,20.12.2022,Ukraine,BZN UA,18:00 - 19:00,
19,20.12.2022,Ukraine,BZN UA,19:00 - 20:00,
20,20.12.2022,Ukraine,BZN UA,20:00 - 21:00,
21,20.12.2022,Ukraine,BZN UA,21:00 - 22:00,
22,20.12.2022,Ukraine,BZN UA,22:00 - 23:00,
23,20.12.2022,Ukraine,BZN UA,23:00 - 00:00,
0,20.12.2022,Ukraine,BZN UA-DobTPP,00:00 - 01:00,
1,20.12.2022,Ukraine,BZN UA-DobTPP,01:00 - 02:00,
2,20.12.2022,Ukraine,BZN UA-DobTPP,02:00 - 03:00,
3,20.12.2022,Ukraine,BZN UA-DobTPP,03:00 - 04:00,
4,20.12.2022,Ukraine,BZN UA-DobTPP,04:00 - 05:00,
5,20.12.2022,Ukraine,BZN UA-DobTPP,05:00 - 06:00,
6,20.12.2022,Ukraine,BZN UA-DobTPP,06:00 - 07:00,
7,20.12.2022,Ukraine,BZN UA-DobTPP,07:00 - 08:00,
8,20.12.2022,Ukraine,BZN UA-DobTPP,08:00 - 09:00,
9,20.12.2022,Ukraine,BZN UA-DobTPP,09:00 - 10:00,
10,20.12.2022,Ukraine,BZN UA-DobTPP,10:00 - 11:00,
11,20.12.2022,Ukraine,BZN UA-DobTPP,11:00 - 12:00,
12,20.12.2022,Ukraine,BZN UA-DobTPP,12:00 - 13:00,
13,20.12.2022,Ukraine,BZN UA-DobTPP,13:00 - 14:00,
14,20.12.2022,Ukraine,BZN UA-DobTPP,14:00 - 15:00,
15,20.12.2022,Ukraine,BZN UA-DobTPP,15:00 - 16:00,
16,20.12.2022,Ukraine,BZN UA-DobTPP,16:00 - 17:00,
17,20.12.2022,Ukraine,BZN UA-DobTPP,17:00 - 18:00,
18,20.12.2022,Ukraine,BZN UA-DobTPP,18:00 - 19:00,
19,20.12.2022,Ukraine,BZN UA-DobTPP,19:00 - 20:00,
20,20.12.2022,Ukraine,BZN UA-DobTPP,20:00 - 21:00,
21,20.12.2022,Ukraine,BZN UA-DobTPP,21:00 - 22:00,
22,20.12.2022,Ukraine,BZN UA-DobTPP,22:00 - 23:00,
23,20.12.2022,Ukraine,BZN UA-DobTPP,23:00 - 00:00,
0,20.12.2022,United Kingdom,BZN GB,00:00 - 01:00,
1,20.12.2022,United Kingdom,BZN GB,01:00 - 02:00,
2,20.12.2022,United Kingdom,BZN GB,02:00 - 03:00,
3,20.12.2022,United Kingdom,BZN GB,03:00 - 04:00,
4,20.12.2022,United Kingdom,BZN GB,04:00 - 05:00,
5,20.12.2022,United Kingdom,BZN GB,05:00 - 06:00,
6,20.12.2022,United Kingdom,BZN GB,06:00 - 07:00,
7,20.12.2022,United Kingdom,BZN GB,07:00 - 08:00,
8,20.12.2022,United Kingdom,BZN GB,08:00 - 09:00,
9,20.12.2022,United Kingdom,BZN GB,09:00 - 10:00,
10,20.12.2022,United Kingdom,BZN GB,10:00 - 11:00,
11,20.12.2022,United Kingdom,BZN GB,11:00 - 12:00,
12,20.12.2022,United Kingdom,BZN GB,12:00 - 13:00,
13,20.12.2022,United Kingdom,BZN GB,13:00 - 14:00,
14,20.12.2022,United Kingdom,BZN GB,14:00 - 15:00,
15,20.12.2022,United Kingdom,BZN GB,15:00 - 16:00,
16,20.12.2022,United Kingdom,BZN GB,16:00 - 17:00,
17,20.12.2022,United Kingdom,BZN GB,17:00 - 18:00,
18,20.12.2022,United Kingdom,BZN GB,18:00 - 19:00,
19,20.12.2022,United Kingdom,BZN GB,19:00 - 20:00,
20,20.12.2022,United Kingdom,BZN GB,20:00 - 21:00,
21,20.12.2022,United Kingdom,BZN GB,21:00 - 22:00,
22,20.12.2022,United Kingdom,BZN GB,22:00 - 23:00,
23,20.12.2022,United Kingdom,BZN GB,23:00 - 00:00,
0,20.12.2022,United Kingdom,BZN GB(ElecLink),00:00 - 01:00,
1,20.12.2022,United Kingdom,BZN GB(ElecLink),01:00 - 02:00,
2,20.12.2022,United Kingdom,BZN GB(ElecLink),02:00 - 03:00,
3,20.12.2022,United Kingdom,BZN GB(ElecLink),03:00 - 04:00,
4,20.12.2022,United Kingdom,BZN GB(ElecLink),04:00 - 05:00,
5,20.12.2022,United Kingdom,BZN GB(ElecLink),05:00 - 06:00,
6,20.12.2022,United Kingdom,BZN GB(ElecLink),06:00 - 07:00,
7,20.12.2022,United Kingdom,BZN GB(ElecLink),07:00 - 08:00,
8,20.12.2022,United Kingdom,BZN GB(ElecLink),08:00 - 09:00,
9,20.12.2022,United Kingdom,BZN GB(ElecLink),09:00 - 10:00,
10,20.12.2022,United Kingdom,BZN GB(ElecLink),10:00 - 11:00,
11,20.12.2022,United Kingdom,BZN GB(ElecLink),11:00 - 12:00,
12,20.12.2022,United Kingdom,BZN GB(ElecLink),12:00 - 13:00,
13,20.12.2022,United Kingdom,BZN GB(ElecLink),13:00 - 14:00,
14,20.12.2022,United Kingdom,BZN GB(ElecLink),14:00 - 15:00,
15,20.12.2022,United Kingdom,BZN GB(ElecLink),15:00 - 16:00,
16,20.12.2022,United Kingdom,BZN GB(ElecLink),16:00 - 17:00,
17,20.12.2022,United Kingdom,BZN GB(ElecLink),17:00 - 18:00,
18,20.12.2022,United Kingdom,BZN GB(ElecLink),18:00 - 19:00,
19,20.12.2022,United Kingdom,BZN GB(ElecLink),19:00 - 20:00,
20,20.12.2022,United Kingdom,BZN GB(ElecLink),20:00 - 21:00,
21,20.12.2022,United Kingdom,BZN GB(ElecLink),21:00 - 22:00,
22,20.12.2022,United Kingdom,BZN GB(ElecLink),22:00 - 23:00,
23,20.12.2022,United Kingdom,BZN GB(ElecLink),23:00 - 00:00,
0,20.12.2022,United Kingdom,BZN GB(IFA),00:00 - 01:00,
1,20.12.2022,United Kingdom,BZN GB(IFA),01:00 - 02:00,
2,20.12.2022,United Kingdom,BZN GB(IFA),02:00 - 03:00,
3,20.12.2022,United Kingdom,BZN GB(IFA),03:00 - 04:00,
4,20.12.2022,United Kingdom,BZN GB(IFA),04:00 - 05:00,
5,20.12.2022,United Kingdom,BZN GB(IFA),05:00 - 06:00,
6,20.12.2022,United Kingdom,BZN GB(IFA),06:00 - 07:00,
7,20.12.2022,United Kingdom,BZN GB(IFA),07:00 - 08:00,
8,20.12.2022,United Kingdom,BZN GB(IFA),08:00 - 09:00,
9,20.12.2022,United Kingdom,BZN GB(IFA),09:00 - 10:00,
10,20.12.2022,United Kingdom,BZN GB(IFA),10:00 - 11:00,
11,20.12.2022,United Kingdom,BZN GB(IFA),11:00 - 12:00,
12,20.12.2022,United Kingdom,BZN GB(IFA),12:00 - 13:00,
13,20.12.2022,United Kingdom,BZN GB(IFA),13:00 - 14:00,
14,20.12.2022,United Kingdom,BZN GB(IFA),14:00 - 15:00,
15,20.12.2022,United Kingdom,BZN GB(IFA),15:00 - 16:00,
16,20.12.2022,United Kingdom,BZN GB(IFA),16:00 - 17:00,
17,20.12.2022,United Kingdom,BZN GB(IFA),17:00 - 18:00,
18,20.12.2022,United Kingdom,BZN GB(IFA),18:00 - 19:00,
19,20.12.2022,United Kingdom,BZN GB(IFA),19:00 - 20:00,
20,20.12.2022,United Kingdom,BZN GB(IFA),20:00 - 21:00,
21,20.12.2022,United Kingdom,BZN GB(IFA),21:00 - 22:00,
22,20.12.2022,United Kingdom,BZN GB(IFA),22:00 - 23:00,
23,20.12.2022,United Kingdom,BZN GB(IFA),23:00 - 00:00,
0,20.12.2022,United Kingdom,BZN GB(IFA2),00:00 - 01:00,
1,20.12.2022,United Kingdom,BZN GB(IFA2),01:00 - 02:00,
2,20.12.2022,United Kingdom,BZN GB(IFA2),02:00 - 03:00,
3,20.12.2022,United Kingdom,BZN GB(IFA2),03:00 - 04:00,
4,20.12.2022,United Kingdom,BZN GB(IFA2),04:00 - 05:00,
5,20.12.2022,United Kingdom,BZN GB(IFA2),05:00 - 06:00,
6,20.12.2022,United Kingdom,BZN GB(IFA2),06:00 - 07:00,
7,20.12.2022,United Kingdom,BZN GB(IFA2),07:00 - 08:00,
8,20.12.2022,United Kingdom,BZN GB(IFA2),08:00 - 09:00,
9,20.12.2022,United Kingdom,BZN GB(IFA2),09:00 - 10:00,
10,20.12.2022,United Kingdom,BZN GB(IFA2),10:00 - 11:00,
11,20.12.2022,United Kingdom,BZN GB(IFA2),11:00 - 12:00,
12,20.12.2022,United Kingdom,BZN GB(IFA2),12:00 - 13:00,
13,20.12.2022,United Kingdom,BZN GB(IFA2),13:00 - 14:00,
14,20.12.2022,United Kingdom,BZN GB(IFA2),14:00 - 15:00,
15,20.12.2022,United Kingdom,BZN GB(IFA2),15:00 - 16:00,
16,20.12.2022,United Kingdom,BZN GB(IFA2),16:00 - 17:00,
17,20.12.2022,United Kingdom,BZN GB(IFA2),17:00 - 18:00,
18,20.12.2022,United Kingdom,BZN GB(IFA2),18:00 - 19:00,
19,20.12.2022,United Kingdom,BZN GB(IFA2),19:00 - 20:00,
20,20.12.2022,United Kingdom,BZN GB(IFA2),20:00 - 21:00,
21,20.12.2022,United Kingdom,BZN GB(IFA2),21:00 - 22:00,
22,20.12.2022,United Kingdom,BZN GB(IFA2),22:00 - 23:00,
23,20.12.2022,United Kingdom,BZN GB(IFA2),23:00 - 00:00,
0,21.12.2022,Albania,BZN AL,00:00 - 01:00,
1,21.12.2022,Albania,BZN AL,01:00 - 02:00,
2,21.12.2022,Albania,BZN AL,02:00 - 03:00,
3,21.12.2022,Albania,BZN AL,03:00 - 04:00,
4,21.12.2022,Albania,BZN AL,04:00 - 05:00,
5,21.12.2022,Albania,BZN AL,05:00 - 06:00,
6,21.12.2022,Albania,BZN AL,06:00 - 07:00,
7,21.12.2022,Albania,BZN AL,07:00 - 08:00,
8,21.12.2022,Albania,BZN AL,08:00 - 09:00,
9,21.12.2022,Albania,BZN AL,09:00 - 10:00,
10,21.12.2022,Albania,BZN AL,10:00 - 11:00,
11,21.12.2022,Albania,BZN AL,11:00 - 12:00,
12,21.12.2022,Albania,BZN AL,12:00 - 13:00,
13,21.12.2022,Albania,BZN AL,13:00 - 14:00,
14,21.12.2022,Albania,BZN AL,14:00 - 15:00,
15,21.12.2022,Albania,BZN AL,15:00 - 16:00,
16,21.12.2022,Albania,BZN AL,16:00 - 17:00,
17,21.12.2022,Albania,BZN AL,17:00 - 18:00,
18,21.12.2022,Albania,BZN AL,18:00 - 19:00,
19,21.12.2022,Albania,BZN AL,19:00 - 20:00,
20,21.12.2022,Albania,BZN AL,20:00 - 21:00,
21,21.12.2022,Albania,BZN AL,21:00 - 22:00,
22,21.12.2022,Albania,BZN AL,22:00 - 23:00,
23,21.12.2022,Albania,BZN AL,23:00 - 00:00,
0,21.12.2022,Austria,BZN AT,00:00 - 01:00,181.2
1,21.12.2022,Austria,BZN AT,01:00 - 02:00,175.91
2,21.12.2022,Austria,BZN AT,02:00 - 03:00,179.98
3,21.12.2022,Austria,BZN AT,03:00 - 04:00,167.93
4,21.12.2022,Austria,BZN AT,04:00 - 05:00,168.96
5,21.12.2022,Austria,BZN AT,05:00 - 06:00,180.0
6,21.12.2022,Austria,BZN AT,06:00 - 07:00,241.01
7,21.12.2022,Austria,BZN AT,07:00 - 08:00,269.14
8,21.12.2022,Austria,BZN AT,08:00 - 09:00,273.0
9,21.12.2022,Austria,BZN AT,09:00 - 10:00,269.84
10,21.12.2022,Austria,BZN AT,10:00 - 11:00,252.21
11,21.12.2022,Austria,BZN AT,11:00 - 12:00,264.95
12,21.12.2022,Austria,BZN AT,12:00 - 13:00,264.94
13,21.12.2022,Austria,BZN AT,13:00 - 14:00,264.39
14,21.12.2022,Austria,BZN AT,14:00 - 15:00,266.64
15,21.12.2022,Austria,BZN AT,15:00 - 16:00,280.71
16,21.12.2022,Austria,BZN AT,16:00 - 17:00,286.89
17,21.12.2022,Austria,BZN AT,17:00 - 18:00,264.95
18,21.12.2022,Austria,BZN AT,18:00 - 19:00,260.05
19,21.12.2022,Austria,BZN AT,19:00 - 20:00,242.18
20,21.12.2022,Austria,BZN AT,20:00 - 21:00,215.43
21,21.12.2022,Austria,BZN AT,21:00 - 22:00,190.09
22,21.12.2022,Austria,BZN AT,22:00 - 23:00,180.04
23,21.12.2022,Austria,BZN AT,23:00 - 00:00,154.21
0,21.12.2022,Austria,BZN DE-AT-LU,00:00 - 01:00,
1,21.12.2022,Austria,BZN DE-AT-LU,01:00 - 02:00,
2,21.12.2022,Austria,BZN DE-AT-LU,02:00 - 03:00,
3,21.12.2022,Austria,BZN DE-AT-LU,03:00 - 04:00,
4,21.12.2022,Austria,BZN DE-AT-LU,04:00 - 05:00,
5,21.12.2022,Austria,BZN DE-AT-LU,05:00 - 06:00,
6,21.12.2022,Austria,BZN DE-AT-LU,06:00 - 07:00,
7,21.12.2022,Austria,BZN DE-AT-LU,07:00 - 08:00,
8,21.12.2022,Austria,BZN DE-AT-LU,08:00 - 09:00,
9,21.12.2022,Austria,BZN DE-AT-LU,09:00 - 10:00,
10,21.12.2022,Austria,BZN DE-AT-LU,10:00 - 11:00,
11,21.12.2022,Austria,BZN DE-AT-LU,11:00 - 12:00,
12,21.12.2022,Austria,BZN DE-AT-LU,12:00 - 13:00,
13,21.12.2022,Austria,BZN DE-AT-LU,13:00 - 14:00,
14,21.12.2022,Austria,BZN DE-AT-LU,14:00 - 15:00,
15,21.12.2022,Austria,BZN DE-AT-LU,15:00 - 16:00,
16,21.12.2022,Austria,BZN DE-AT-LU,16:00 - 17:00,
17,21.12.2022,Austria,BZN DE-AT-LU,17:00 - 18:00,
18,21.12.2022,Austria,BZN DE-AT-LU,18:00 - 19:00,
19,21.12.2022,Austria,BZN DE-AT-LU,19:00 - 20:00,
20,21.12.2022,Austria,BZN DE-AT-LU,20:00 - 21:00,
21,21.12.2022,Austria,BZN DE-AT-LU,21:00 - 22:00,
22,21.12.2022,Austria,BZN DE-AT-LU,22:00 - 23:00,
23,21.12.2022,Austria,BZN DE-AT-LU,23:00 - 00:00,
0,21.12.2022,Belgium,BZN BE,00:00 - 01:00,188.86
1,21.12.2022,Belgium,BZN BE,01:00 - 02:00,180.88
2,21.12.2022,Belgium,BZN BE,02:00 - 03:00,179.14
3,21.12.2022,Belgium,BZN BE,03:00 - 04:00,167.93
4,21.12.2022,Belgium,BZN BE,04:00 - 05:00,168.96
5,21.12.2022,Belgium,BZN BE,05:00 - 06:00,180.0
6,21.12.2022,Belgium,BZN BE,06:00 - 07:00,218.52
7,21.12.2022,Belgium,BZN BE,07:00 - 08:00,253.35
8,21.12.2022,Belgium,BZN BE,08:00 - 09:00,273.0
9,21.12.2022,Belgium,BZN BE,09:00 - 10:00,269.83
10,21.12.2022,Belgium,BZN BE,10:00 - 11:00,251.71
11,21.12.2022,Belgium,BZN BE,11:00 - 12:00,247.87
12,21.12.2022,Belgium,BZN BE,12:00 - 13:00,238.45
13,21.12.2022,Belgium,BZN BE,13:00 - 14:00,232.89
14,21.12.2022,Belgium,BZN BE,14:00 - 15:00,241.08
15,21.12.2022,Belgium,BZN BE,15:00 - 16:00,228.97
16,21.12.2022,Belgium,BZN BE,16:00 - 17:00,225.88
17,21.12.2022,Belgium,BZN BE,17:00 - 18:00,246.27
18,21.12.2022,Belgium,BZN BE,18:00 - 19:00,235.34
19,21.12.2022,Belgium,BZN BE,19:00 - 20:00,225.99
20,21.12.2022,Belgium,BZN BE,20:00 - 21:00,218.74
21,21.12.2022,Belgium,BZN BE,21:00 - 22:00,199.32
22,21.12.2022,Belgium,BZN BE,22:00 - 23:00,199.09
23,21.12.2022,Belgium,BZN BE,23:00 - 00:00,175.8
0,21.12.2022,Bosnia and Herz.,BZN BA,00:00 - 01:00,
1,21.12.2022,Bosnia and Herz.,BZN BA,01:00 - 02:00,
2,21.12.2022,Bosnia and Herz.,BZN BA,02:00 - 03:00,
3,21.12.2022,Bosnia and Herz.,BZN BA,03:00 - 04:00,
4,21.12.2022,Bosnia and Herz.,BZN BA,04:00 - 05:00,
5,21.12.2022,Bosnia and Herz.,BZN BA,05:00 - 06:00,
6,21.12.2022,Bosnia and Herz.,BZN BA,06:00 - 07:00,
7,21.12.2022,Bosnia and Herz.,BZN BA,07:00 - 08:00,
8,21.12.2022,Bosnia and Herz.,BZN BA,08:00 - 09:00,
9,21.12.2022,Bosnia and Herz.,BZN BA,09:00 - 10:00,
10,21.12.2022,Bosnia and Herz.,BZN BA,10:00 - 11:00,
11,21.12.2022,Bosnia and Herz.,BZN BA,11:00 - 12:00,
12,21.12.2022,Bosnia and Herz.,BZN BA,12:00 - 13:00,
13,21.12.2022,Bosnia and Herz.,BZN BA,13:00 - 14:00,
14,21.12.2022,Bosnia and Herz.,BZN BA,14:00 - 15:00,
15,21.12.2022,Bosnia and Herz.,BZN BA,15:00 - 16:00,
16,21.12.2022,Bosnia and Herz.,BZN BA,16:00 - 17:00,
17,21.12.2022,Bosnia and Herz.,BZN BA,17:00 - 18:00,
18,21.12.2022,Bosnia and Herz.,BZN BA,18:00 - 19:00,
19,21.12.2022,Bosnia and Herz.,BZN BA,19:00 - 20:00,
20,21.12.2022,Bosnia and Herz.,BZN BA,20:00 - 21:00,
21,21.12.2022,Bosnia and Herz.,BZN BA,21:00 - 22:00,
22,21.12.2022,Bosnia and Herz.,BZN BA,22:00 - 23:00,
23,21.12.2022,Bosnia and Herz.,BZN BA,23:00 - 00:00,
0,21.12.2022,Bulgaria,BZN BG,00:00 - 01:00,176.56
1,21.12.2022,Bulgaria,BZN BG,01:00 - 02:00,171.0
2,21.12.2022,Bulgaria,BZN BG,02:00 - 03:00,161.59
3,21.12.2022,Bulgaria,BZN BG,03:00 - 04:00,167.93
4,21.12.2022,Bulgaria,BZN BG,04:00 - 05:00,168.96
5,21.12.2022,Bulgaria,BZN BG,05:00 - 06:00,180.0
6,21.12.2022,Bulgaria,BZN BG,06:00 - 07:00,235.54
7,21.12.2022,Bulgaria,BZN BG,07:00 - 08:00,269.14
8,21.12.2022,Bulgaria,BZN BG,08:00 - 09:00,273.0
9,21.12.2022,Bulgaria,BZN BG,09:00 - 10:00,264.14
10,21.12.2022,Bulgaria,BZN BG,10:00 - 11:00,250.0
11,21.12.2022,Bulgaria,BZN BG,11:00 - 12:00,241.24
12,21.12.2022,Bulgaria,BZN BG,12:00 - 13:00,243.13
13,21.12.2022,Bulgaria,BZN BG,13:00 - 14:00,243.13
14,21.12.2022,Bulgaria,BZN BG,14:00 - 15:00,259.64
15,21.12.2022,Bulgaria,BZN BG,15:00 - 16:00,280.71
16,21.12.2022,Bulgaria,BZN BG,16:00 - 17:00,315.14
17,21.12.2022,Bulgaria,BZN BG,17:00 - 18:00,264.74
18,21.12.2022,Bulgaria,BZN BG,18:00 - 19:00,252.46
19,21.12.2022,Bulgaria,BZN BG,19:00 - 20:00,237.46
20,21.12.2022,Bulgaria,BZN BG,20:00 - 21:00,214.95
21,21.12.2022,Bulgaria,BZN BG,21:00 - 22:00,189.61
